word,part_of_speech,class,definition_en,definition_sn,example_sentence,synonyms,antonyms,source
ndazvimbisa,verb,,I swell (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: I kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
ndakazvimbisa,verb,,I swell (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: I kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
ndichazvimbisa,verb,,I will swell (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: I kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
unozvimbisa,verb,,you (singular) swell (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (singular) kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
urikuzvimbisa,verb,,you (singular) are currently swell (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (singular) kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
wazvimbisa,verb,,you (singular) swell (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (singular) kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
wakazvimbisa,verb,,you (singular) swell (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (singular) kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
uchazvimbisa,verb,,you (singular) will swell (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: you (singular) kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
anozvimbisa,verb,,he/she/it swell (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: he/she/it kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
arikuzvimbisa,verb,,he/she/it is currently swell (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: he/she/it kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
azvimbisa,verb,,he/she/it swell (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: he/she/it kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
akazvimbisa,verb,,he/she/it swell (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: he/she/it kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
achazvimbisa,verb,,he/she/it will swell (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: he/she/it kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
tinozvimbisa,verb,,we swell (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: we kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
tirikuzvimbisa,verb,,we are currently swell (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: we kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
tazvimbisa,verb,,we swell (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: we kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
takazvimbisa,verb,,we swell (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: we kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
tichazvimbisa,verb,,we will swell (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: we kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
munozvimbisa,verb,,you (plural) swell (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (plural) kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
murikuzvimbisa,verb,,you (plural) are currently swell (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (plural) kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
mazvimbisa,verb,,you (plural) swell (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (plural) kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
makazvimbisa,verb,,you (plural) swell (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (plural) kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
muchazvimbisa,verb,,you (plural) will swell (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: you (plural) kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
vanozvimbisa,verb,,they swell (to cause to v; make v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: they kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
varikuzvimbisa,verb,,they are currently swell (to cause to v; make v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: they kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
vazvimbisa,verb,,they swell (to cause to v; make v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: they kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
vakazvimbisa,verb,,they swell (to cause to v; make v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: they kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
vachazvimbisa,verb,,they will swell (to cause to v; make v) (conjugation: future tense),chiito chichazoitika chemunhu: they kubva pane: kuzvimbisa,,,,Morphological Engine (Conjugation of kuzvimbisa)
ndinozvimbana,verb,,I swell (to v each other) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: I kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
ndirikuzvimbana,verb,,I am currently swell (to v each other) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: I kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
ndazvimbana,verb,,I swell (to v each other) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: I kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
ndakazvimbana,verb,,I swell (to v each other) (conjugation: remote past tense),chiito chakaitika kare chemunhu: I kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
ndichazvimbana,verb,,I will swell (to v each other) (conjugation: future tense),chiito chichazoitika chemunhu: I kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
unozvimbana,verb,,you (singular) swell (to v each other) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (singular) kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
urikuzvimbana,verb,,you (singular) are currently swell (to v each other) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (singular) kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
wazvimbana,verb,,you (singular) swell (to v each other) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (singular) kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
wakazvimbana,verb,,you (singular) swell (to v each other) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (singular) kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
uchazvimbana,verb,,you (singular) will swell (to v each other) (conjugation: future tense),chiito chichazoitika chemunhu: you (singular) kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
anozvimbana,verb,,he/she/it swell (to v each other) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: he/she/it kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
arikuzvimbana,verb,,he/she/it is currently swell (to v each other) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: he/she/it kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
azvimbana,verb,,he/she/it swell (to v each other) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: he/she/it kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
akazvimbana,verb,,he/she/it swell (to v each other) (conjugation: remote past tense),chiito chakaitika kare chemunhu: he/she/it kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
achazvimbana,verb,,he/she/it will swell (to v each other) (conjugation: future tense),chiito chichazoitika chemunhu: he/she/it kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
tinozvimbana,verb,,we swell (to v each other) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: we kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
tirikuzvimbana,verb,,we are currently swell (to v each other) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: we kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
tazvimbana,verb,,we swell (to v each other) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: we kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
takazvimbana,verb,,we swell (to v each other) (conjugation: remote past tense),chiito chakaitika kare chemunhu: we kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
tichazvimbana,verb,,we will swell (to v each other) (conjugation: future tense),chiito chichazoitika chemunhu: we kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
munozvimbana,verb,,you (plural) swell (to v each other) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (plural) kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
murikuzvimbana,verb,,you (plural) are currently swell (to v each other) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (plural) kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
mazvimbana,verb,,you (plural) swell (to v each other) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (plural) kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
makazvimbana,verb,,you (plural) swell (to v each other) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (plural) kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
muchazvimbana,verb,,you (plural) will swell (to v each other) (conjugation: future tense),chiito chichazoitika chemunhu: you (plural) kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
vanozvimbana,verb,,they swell (to v each other) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: they kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
varikuzvimbana,verb,,they are currently swell (to v each other) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: they kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
vazvimbana,verb,,they swell (to v each other) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: they kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
vakazvimbana,verb,,they swell (to v each other) (conjugation: remote past tense),chiito chakaitika kare chemunhu: they kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
vachazvimbana,verb,,they will swell (to v each other) (conjugation: future tense),chiito chichazoitika chemunhu: they kubva pane: kuzvimbana,,,,Morphological Engine (Conjugation of kuzvimbana)
ndinozvimbira,verb,,I swell (to v for / at / on behalf of) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: I kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
ndirikuzvimbira,verb,,I am currently swell (to v for / at / on behalf of) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: I kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
ndazvimbira,verb,,I swell (to v for / at / on behalf of) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: I kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
ndakazvimbira,verb,,I swell (to v for / at / on behalf of) (conjugation: remote past tense),chiito chakaitika kare chemunhu: I kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
ndichazvimbira,verb,,I will swell (to v for / at / on behalf of) (conjugation: future tense),chiito chichazoitika chemunhu: I kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
unozvimbira,verb,,you (singular) swell (to v for / at / on behalf of) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (singular) kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
urikuzvimbira,verb,,you (singular) are currently swell (to v for / at / on behalf of) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (singular) kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
wazvimbira,verb,,you (singular) swell (to v for / at / on behalf of) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (singular) kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
wakazvimbira,verb,,you (singular) swell (to v for / at / on behalf of) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (singular) kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
uchazvimbira,verb,,you (singular) will swell (to v for / at / on behalf of) (conjugation: future tense),chiito chichazoitika chemunhu: you (singular) kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
anozvimbira,verb,,he/she/it swell (to v for / at / on behalf of) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: he/she/it kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
arikuzvimbira,verb,,he/she/it is currently swell (to v for / at / on behalf of) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: he/she/it kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
azvimbira,verb,,he/she/it swell (to v for / at / on behalf of) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: he/she/it kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
akazvimbira,verb,,he/she/it swell (to v for / at / on behalf of) (conjugation: remote past tense),chiito chakaitika kare chemunhu: he/she/it kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
achazvimbira,verb,,he/she/it will swell (to v for / at / on behalf of) (conjugation: future tense),chiito chichazoitika chemunhu: he/she/it kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
tinozvimbira,verb,,we swell (to v for / at / on behalf of) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: we kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
tirikuzvimbira,verb,,we are currently swell (to v for / at / on behalf of) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: we kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
tazvimbira,verb,,we swell (to v for / at / on behalf of) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: we kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
takazvimbira,verb,,we swell (to v for / at / on behalf of) (conjugation: remote past tense),chiito chakaitika kare chemunhu: we kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
tichazvimbira,verb,,we will swell (to v for / at / on behalf of) (conjugation: future tense),chiito chichazoitika chemunhu: we kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
munozvimbira,verb,,you (plural) swell (to v for / at / on behalf of) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (plural) kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
murikuzvimbira,verb,,you (plural) are currently swell (to v for / at / on behalf of) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (plural) kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
mazvimbira,verb,,you (plural) swell (to v for / at / on behalf of) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (plural) kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
makazvimbira,verb,,you (plural) swell (to v for / at / on behalf of) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (plural) kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
muchazvimbira,verb,,you (plural) will swell (to v for / at / on behalf of) (conjugation: future tense),chiito chichazoitika chemunhu: you (plural) kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
vanozvimbira,verb,,they swell (to v for / at / on behalf of) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: they kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
varikuzvimbira,verb,,they are currently swell (to v for / at / on behalf of) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: they kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
vazvimbira,verb,,they swell (to v for / at / on behalf of) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: they kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
vakazvimbira,verb,,they swell (to v for / at / on behalf of) (conjugation: remote past tense),chiito chakaitika kare chemunhu: they kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
vachazvimbira,verb,,they will swell (to v for / at / on behalf of) (conjugation: future tense),chiito chichazoitika chemunhu: they kubva pane: kuzvimbira,,,,Morphological Engine (Conjugation of kuzvimbira)
ndinozvimbura,verb,,I swell (to un-v; reverse the action of v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: I kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
ndirikuzvimbura,verb,,I am currently swell (to un-v; reverse the action of v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: I kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
ndazvimbura,verb,,I swell (to un-v; reverse the action of v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: I kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
ndakazvimbura,verb,,I swell (to un-v; reverse the action of v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: I kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
ndichazvimbura,verb,,I will swell (to un-v; reverse the action of v) (conjugation: future tense),chiito chichazoitika chemunhu: I kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
unozvimbura,verb,,you (singular) swell (to un-v; reverse the action of v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (singular) kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
urikuzvimbura,verb,,you (singular) are currently swell (to un-v; reverse the action of v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (singular) kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
wazvimbura,verb,,you (singular) swell (to un-v; reverse the action of v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (singular) kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
wakazvimbura,verb,,you (singular) swell (to un-v; reverse the action of v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (singular) kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
uchazvimbura,verb,,you (singular) will swell (to un-v; reverse the action of v) (conjugation: future tense),chiito chichazoitika chemunhu: you (singular) kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
anozvimbura,verb,,he/she/it swell (to un-v; reverse the action of v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: he/she/it kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
arikuzvimbura,verb,,he/she/it is currently swell (to un-v; reverse the action of v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: he/she/it kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
azvimbura,verb,,he/she/it swell (to un-v; reverse the action of v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: he/she/it kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
akazvimbura,verb,,he/she/it swell (to un-v; reverse the action of v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: he/she/it kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
achazvimbura,verb,,he/she/it will swell (to un-v; reverse the action of v) (conjugation: future tense),chiito chichazoitika chemunhu: he/she/it kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
tinozvimbura,verb,,we swell (to un-v; reverse the action of v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: we kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
tirikuzvimbura,verb,,we are currently swell (to un-v; reverse the action of v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: we kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
tazvimbura,verb,,we swell (to un-v; reverse the action of v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: we kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
takazvimbura,verb,,we swell (to un-v; reverse the action of v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: we kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
tichazvimbura,verb,,we will swell (to un-v; reverse the action of v) (conjugation: future tense),chiito chichazoitika chemunhu: we kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
munozvimbura,verb,,you (plural) swell (to un-v; reverse the action of v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (plural) kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
murikuzvimbura,verb,,you (plural) are currently swell (to un-v; reverse the action of v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (plural) kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
mazvimbura,verb,,you (plural) swell (to un-v; reverse the action of v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (plural) kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
makazvimbura,verb,,you (plural) swell (to un-v; reverse the action of v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (plural) kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
muchazvimbura,verb,,you (plural) will swell (to un-v; reverse the action of v) (conjugation: future tense),chiito chichazoitika chemunhu: you (plural) kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
vanozvimbura,verb,,they swell (to un-v; reverse the action of v) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: they kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
varikuzvimbura,verb,,they are currently swell (to un-v; reverse the action of v) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: they kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
vazvimbura,verb,,they swell (to un-v; reverse the action of v) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: they kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
vakazvimbura,verb,,they swell (to un-v; reverse the action of v) (conjugation: remote past tense),chiito chakaitika kare chemunhu: they kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
vachazvimbura,verb,,they will swell (to un-v; reverse the action of v) (conjugation: future tense),chiito chichazoitika chemunhu: they kubva pane: kuzvimbura,,,,Morphological Engine (Conjugation of kuzvimbura)
ndinodiwa,verb,,I love; want; like (to be v-ed) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: I kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
ndirikudiwa,verb,,I am currently love; want; like (to be v-ed) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: I kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
ndadiwa,verb,,I love; want; like (to be v-ed) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: I kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
ndakadiwa,verb,,I love; want; like (to be v-ed) (conjugation: remote past tense),chiito chakaitika kare chemunhu: I kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
ndichadiwa,verb,,I will love; want; like (to be v-ed) (conjugation: future tense),chiito chichazoitika chemunhu: I kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
unodiwa,verb,,you (singular) love; want; like (to be v-ed) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: you (singular) kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
urikudiwa,verb,,you (singular) are currently love; want; like (to be v-ed) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: you (singular) kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
wadiwa,verb,,you (singular) love; want; like (to be v-ed) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: you (singular) kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
wakadiwa,verb,,you (singular) love; want; like (to be v-ed) (conjugation: remote past tense),chiito chakaitika kare chemunhu: you (singular) kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
uchadiwa,verb,,you (singular) will love; want; like (to be v-ed) (conjugation: future tense),chiito chichazoitika chemunhu: you (singular) kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
anodiwa,verb,,he/she/it love; want; like (to be v-ed) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: he/she/it kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
arikudiwa,verb,,he/she/it is currently love; want; like (to be v-ed) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: he/she/it kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
adiwa,verb,,he/she/it love; want; like (to be v-ed) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: he/she/it kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
akadiwa,verb,,he/she/it love; want; like (to be v-ed) (conjugation: remote past tense),chiito chakaitika kare chemunhu: he/she/it kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
achadiwa,verb,,he/she/it will love; want; like (to be v-ed) (conjugation: future tense),chiito chichazoitika chemunhu: he/she/it kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
tinodiwa,verb,,we love; want; like (to be v-ed) (conjugation: present habitual tense),chiito chokusimbisa chemunhu: we kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
tirikudiwa,verb,,we are currently love; want; like (to be v-ed) (conjugation: progressive tense),chiito chiri kuitika iye zvino chemunhu: we kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
tadiwa,verb,,we love; want; like (to be v-ed) recently (conjugation: near past tense),chiito chakaitika achangobva chemunhu: we kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
takadiwa,verb,,we love; want; like (to be v-ed) (conjugation: remote past tense),chiito chakaitika kare chemunhu: we kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
tichadiwa,verb,,we will love; want; like (to be v-ed) (conjugation: future tense),chiito chichazoitika chemunhu: we kubva pane: kudiwa,,,,Morphological Engine (Conjugation of kudiwa)
